make,model,price,year,kilometer,fuel_type,transmission,location,color,owner,seller_type,engine,max_power,max_torque,drivetrain,length,width,height,seating_capacity,fuel_tank_capacity,power_bhp,torque_nm
maruti suzuki,alto vxi,316000,2019,17491,petrol,manual,kolkata,others,first,individual,1197 cc,89 bhp @ 4000 rpm,200 nm @ 1750 rpm,fwd,4370.0,1770.0,1545.0,5.0,50.0,116.0,200.0
maruti suzuki,swift dzire lxi,610000,2017,38674,petrol,manual,navi mumbai,red,first,individual,1197 cc,83 bhp @ 6000 rpm,115 nm @ 4000 rpm,fwd,3995.0,1695.0,1555.0,5.0,42.0,83.0,115.0
audi,q3 35 tdi premium plus + sunroof,1875000,2016,40000,diesel,automatic,delhi,white,first,individual,1968 cc,174 bhp @ 4200 rpm,380 nm @ 1750 rpm,awd,4385.0,1831.0,1608.0,5.0,64.0,174.0,380.0
maruti suzuki,alto 800 lxi cng,480000,2021,14000,cng,manual,mohali,grey,first,individual,796 cc,47 bhp @ 6000 rpm,69 nm @ 3500 rpm,fwd,3395.0,1490.0,1475.0,5.0,35.0,47.0,69.0
renault,kwid 1.0 rxl [2017-2019],365000,2019,32000,petrol,manual,mumbai,brown,first,individual,999 cc,67 bhp @ 5500 rpm,91 nm @ 4250 rpm,fwd,3679.0,1579.0,1478.0,5.0,28.0,67.0,91.0
hyundai,i20 magna 1.2,250000,2012,72000,petrol,manual,mumbai,white,third,individual,1197 cc,89 bhp @ 4000 rpm,200 nm @ 1750 rpm,fwd,4370.0,1770.0,1545.0,5.0,50.0,116.0,200.0
ford,ecosport titanium+ 1.5l tdci,745000,2017,82000,diesel,manual,jaipur,white,first,individual,1498 cc,99 bhp @ 3750 rpm,205 nm @ 1750 rpm,fwd,3999.0,1765.0,1708.0,5.0,52.0,99.0,205.0
mercedes-benz,b-class b180 sports,1150000,2013,52000,petrol,automatic,delhi,silver,second,individual,1595 cc,120 bhp @ 5000 rpm,200 nm @ 1250 rpm,fwd,4359.0,2010.0,1557.0,5.0,50.0,120.0,200.0
mg,zs ev exclusive [2020-2021],2100000,2020,38500,electric,automatic,delhi,blue,first,individual,1197 cc,89 bhp @ 4000 rpm,200 nm @ 1750 rpm,fwd,4314.0,1809.0,1620.0,5.0,50.0,116.0,200.0
hyundai,xcent sx 1.1 crdi (o),200000,2014,56000,diesel,manual,delhi,white,third,individual,1120 cc,71 bhp @ 4000 rpm,180 nm @ 1750 rpm,fwd,3995.0,1660.0,1520.0,5.0,43.0,71.0,180.0
honda,city vx cvt,775000,2016,42000,petrol,automatic,mumbai,brown,first,individual,1497 cc,117 bhp @ 6600 rpm,145 nm @ 4600 rpm,fwd,4440.0,1695.0,1495.0,5.0,40.0,117.0,145.0
hyundai,creta sx plus 1.6  petrol,860000,2016,57983,petrol,manual,mumbai,white,first,individual,1591 cc,122 bhp @ 6400 rpm,154 nm @ 4850 rpm,fwd,4270.0,1780.0,1630.0,5.0,60.0,122.0,154.0
audi,a3 35 tfsi premium plus,2089999,2018,15600,petrol,automatic,lucknow,white,first,corporate,1395 cc,148 bhp @ 5000 rpm,250 nm @ 1500 rpm,fwd,4456.0,1796.0,1416.0,5.0,50.0,148.0,250.0
hyundai,verna 1.6 crdi sx,1100000,2019,26000,diesel,manual,patna,white,first,individual,1582 cc,126 bhp @ 4000 rpm,260 nm @ 1900 rpm,fwd,4375.0,1700.0,1475.0,5.0,43.0,126.0,260.0
mercedes-benz,s-class s 350d [2018-2020],18500000,2021,5000,diesel,automatic,pune,white,unregistered car,individual,2925 cc,282 bhp @ 3600 rpm,600 nm @ 1600 rpm,rwd,5246.0,1899.0,1494.0,5.0,70.0,282.0,600.0
maruti suzuki,swift dzire vdi,260000,2011,90000,diesel,manual,chandigarh,white,second,individual,1248 cc,74 bhp @ 4000 rpm,190 nm @ 2000 rpm,fwd,3995.0,1695.0,1555.0,5.0,42.0,74.0,190.0
mercedes-benz,e-class e 250 cdi avantgarde,2690000,2016,43323,diesel,automatic,chandigarh,silver,second,individual,2143 cc,204 bhp @ 4200 rpm,500 nm @ 1600 rpm,rwd,4879.0,1854.0,1474.0,5.0,80.0,204.0,500.0
skoda,octavia 2.0 tdi l&k,1400000,2020,94182,diesel,automatic,kanpur,grey,first,individual,1968 cc,141 bhp @ 3500 rpm,320 nm @ 1750 rpm,fwd,4670.0,1814.0,1476.0,5.0,50.0,141.0,320.0
hyundai,santro sportz [2018-2020],515000,2022,3395,petrol,manual,ludhiana,others,first,individual,1086 cc,68 bhp @ 5500 rpm,99 nm @ 4500 rpm,fwd,3610.0,1645.0,1560.0,5.0,35.0,68.0,99.0
maruti suzuki,ertiga vdi,600000,2014,53213,diesel,manual,patna,white,first,individual,1248 cc,89 bhp @ 4000 rpm,200 nm @ 1750 rpm,fwd,4265.0,1695.0,1685.0,7.0,45.0,89.0,200.0
ford,endeavour titanium 3.2 4x4 at,2000000,2017,93000,diesel,automatic,ahmedabad,white,first,individual,3198 cc,197 bhp @ 3000 rpm,470 nm @ 1750 rpm,awd,4892.0,1860.0,1837.0,7.0,80.0,197.0,470.0
jaguar,xe prestige diesel,2850000,2018,45000,diesel,automatic,dehradun,white,first,individual,1999 cc,177 bhp @ 4000 rpm,430 nm @ 1750 rpm,rwd,4795.0,1967.0,1416.0,5.0,56.0,177.0,430.0
toyota,fortuner 2.8 4x4 at [2016-2020],3200000,2017,110000,diesel,automatic,chandigarh,grey,first,individual,2755 cc,174 bhp @ 3400 rpm,450 nm @ 1600 rpm,awd,4795.0,1855.0,1835.0,7.0,80.0,174.0,450.0
toyota,corolla altis gl petrol,1075000,2016,70000,petrol,manual,delhi,white,first,individual,1798 cc,138 bhp @ 6400 rpm,173 nm @ 4000 rpm,fwd,4620.0,1775.0,1475.0,5.0,55.0,138.0,173.0
tata,altroz xt petrol,575000,2020,40000,petrol,manual,kolkata,white,first,individual,1199 cc,85 bhp @ 6000 rpm,113 nm @ 3300 rpm,fwd,3990.0,1755.0,1523.0,5.0,37.0,85.0,113.0
volvo,xc40 d4 r-design,3950000,2018,52000,diesel,automatic,bangalore,white,first,individual,1969 cc,190 bhp @ 4000 rpm,400 nm @ 1750 rpm,awd,4425.0,1863.0,1652.0,5.0,54.0,190.0,400.0
maruti suzuki,ciaz delta hybrid 1.5 [2018-2020],750000,2019,6200,petrol,manual,mumbai,blue,first,individual,1462 cc,103 bhp @ 6000 rpm,138 nm @ 4400 rpm,fwd,4490.0,1730.0,1485.0,5.0,43.0,103.0,138.0
honda,wr-v vx mt diesel,755000,2017,75650,diesel,manual,thane,white,first,individual,1498 cc,99 bhp @ 3600 rpm,200 nm @ 1750 rpm,fwd,3999.0,1734.0,1601.0,5.0,40.0,99.0,200.0
hyundai,i10 sportz 1.2,190000,2010,60000,petrol,manual,roorkee,white,third,individual,1197 cc,80@5200,111@4000,fwd,3565.0,1595.0,1550.0,5.0,35.0,80.0,111.0
maruti suzuki,swift dzire vdi,425000,2014,89000,diesel,manual,lucknow,white,first,individual,1248 cc,74 bhp @ 4000 rpm,190 nm @ 2000 rpm,fwd,3995.0,1695.0,1555.0,5.0,42.0,74.0,190.0
porsche,cayenne 3.2 v6 petrol,3600000,2014,43000,petrol,automatic,mumbai,white,second,individual,1197 cc,89 bhp @ 4000 rpm,200 nm @ 1750 rpm,fwd,4370.0,1770.0,1545.0,5.0,50.0,116.0,200.0
maruti suzuki,alto 800 lxi cng,390000,2019,56000,cng,manual,ahmedabad,white,first,individual,796 cc,47 bhp @ 6000 rpm,69 nm @ 3500 rpm,fwd,3395.0,1490.0,1475.0,5.0,35.0,47.0,69.0
hyundai,verna 1.6 crdi sx,855000,2017,57000,diesel,manual,bangalore,grey,second,individual,1582 cc,126 bhp @ 4000 rpm,260 nm @ 1900 rpm,fwd,4375.0,1700.0,1475.0,5.0,43.0,126.0,260.0
hyundai,eon era +,225000,2012,56000,petrol,manual,meerut,grey,first,individual,814 cc,55 bhp @ 5500 rpm,75 nm @ 4000 rpm,fwd,3495.0,1550.0,1500.0,5.0,32.0,55.0,75.0
audi,a6 35 tdi matrix,2425000,2016,60000,diesel,automatic,mumbai,white,first,individual,1968 cc,190 bhp @ 3800 rpm,400 nm @ 1750 rpm,fwd,4933.0,1874.0,1455.0,5.0,75.0,190.0,400.0
mahindra,scorpio s9 2wd 7 str,1270000,2019,61805,diesel,manual,guwahati,white,first,individual,2179 cc,140 bhp @ 3750 rpm,320 nm @ 1500 rpm,rwd,4456.0,1820.0,1995.0,7.0,60.0,140.0,320.0
maruti suzuki,wagon r lxi cng (o),325000,2014,58000,cng,manual,delhi,red,second,individual,998 cc,58 bhp @ 6200 rpm,77 nm @ 3500 rpm,fwd,3599.0,1495.0,1700.0,5.0,35.0,58.0,77.0
tata,nexon xm,750000,2019,33000,petrol,manual,delhi,silver,first,individual,1198 cc,108 bhp @ 5000 rpm,170 nm @ 1750 rpm,fwd,3994.0,1811.0,1607.0,5.0,44.0,108.0,170.0
honda,city cvt,185000,2008,70000,petrol,automatic,lucknow,white,second,individual,1497 cc,78@5500,125@2700,fwd,4390.0,1690.0,1495.0,5.0,42.0,78.0,125.0
maruti suzuki,celerio zxi amt [2019-2020],450000,2014,48000,petrol,automatic,mumbai,silver,first,individual,998 cc,67 bhp @ 6000 rpm,90 nm @ 3500 rpm,fwd,3695.0,1600.0,1560.0,5.0,35.0,67.0,90.0
mg,hector sharp 2.0 diesel [2019-2020],1710000,2020,12400,diesel,manual,mohali,grey,first,individual,1956 cc,169 bhp @ 3750 rpm,350 nm @ 1750 rpm,fwd,4655.0,1835.0,1760.0,5.0,60.0,169.0,350.0
mahindra,bolero power plus zlx [2016-2019],665000,2017,92000,diesel,manual,lucknow,green,first,individual,1493 cc,70 bhp @ 3600 rpm,195 nm @ 1400 rpm,rwd,3995.0,1745.0,1880.0,7.0,50.0,70.0,195.0
hyundai,creta 1.6 sx (o),871000,2015,64000,diesel,manual,ahmedabad,white,first,individual,1582 cc,126 bhp @ 4000 rpm,265 nm @ 1900 rpm,fwd,4270.0,1780.0,1630.0,5.0,60.0,126.0,265.0
maruti suzuki,wagon r lxi cng (o),625000,2021,18000,cng,manual,delhi,silver,first,individual,998 cc,58 bhp @ 6200 rpm,77 nm @ 3500 rpm,fwd,3599.0,1495.0,1700.0,5.0,35.0,58.0,77.0
mahindra,kuv100 k6 d 6 str [2016-2017],495000,2016,53376,diesel,manual,bangalore,orange,first,individual,1198 cc,77 bhp @ 3750 rpm,190 nm @ 1750 rpm,fwd,3675.0,1715.0,1655.0,6.0,35.0,77.0,190.0
honda,city v diesel,600000,2016,70000,diesel,manual,kanpur,silver,first,individual,1498 cc,99 bhp @ 3600 rpm,200 nm @ 1750 rpm,fwd,4440.0,1695.0,1495.0,5.0,40.0,99.0,200.0
mahindra,bolero power plus zlx,875000,2019,70000,diesel,manual,dak. kannada,white,second,individual,1493 cc,70 bhp @ 3600 rpm,195 nm @ 1400 rpm,rwd,3995.0,1745.0,1880.0,7.0,50.0,70.0,195.0
hyundai,verna fluidic 1.6 crdi sx,595000,2014,65123,diesel,manual,patna,black,first,individual,1582 cc,126 bhp @ 4000 rpm,260 nm @ 1900 rpm,fwd,4370.0,1700.0,1475.0,5.0,43.0,126.0,260.0
honda,amaze 1.2 s i-vtec,425000,2014,58600,petrol,manual,pune,red,first,individual,1198 cc,87 bhp @ 6000 rpm,109 nm @ 4500 rpm,fwd,3990.0,1680.0,1505.0,5.0,35.0,87.0,109.0
hyundai,venue sx (o) 1.0 turbo imt,1050000,2021,7500,petrol,manual,hyderabad,blue,first,individual,998 cc,118 bhp @ 6000 rpm,172 nm @ 1500 rpm,fwd,3995.0,1770.0,1605.0,5.0,45.0,118.0,172.0
hyundai,creta sx 1.6 crdi,1299000,2019,39000,diesel,manual,mumbai,white,first,individual,1582 cc,126 bhp @ 4000 rpm,260 nm @ 1500 rpm,fwd,4270.0,1780.0,1665.0,5.0,55.0,126.0,260.0
hyundai,i10 magna,175000,2009,23000,petrol,manual,mumbai,red,first,individual,1086 cc,67@5500,99@2800,fwd,3565.0,1595.0,1550.0,5.0,35.0,67.0,99.0
maruti suzuki,xl6 zeta mt petrol,994999,2019,27900,petrol,manual,mumbai,brown,first,individual,1462 cc,103 bhp @ 6000 rpm,138 nm @ 4400 rpm,fwd,4445.0,1775.0,1700.0,6.0,45.0,103.0,138.0
maruti suzuki,ertiga vxi cng,1025000,2019,42000,cng,manual,delhi,brown,first,individual,1373 cc,94 bhp @ 6000 rpm,130 nm @ 4000 rpm,fwd,4296.0,1695.0,1685.0,7.0,45.0,94.0,130.0
bmw,x5 xdrive 30d,4175000,2016,27011,diesel,automatic,karnal,white,second,individual,2993 cc,258 bhp @ 4000 rpm,560 nm @ 1500 rpm,awd,4886.0,1938.0,1762.0,7.0,50.0,258.0,560.0
renault,kwid 1.0 rxt [2016-2019],265000,2016,122000,petrol,manual,coimbatore,red,first,individual,999 cc,67 bhp @ 5500 rpm,91 nm @ 4250 rpm,fwd,3679.0,1579.0,1478.0,5.0,28.0,67.0,91.0
maruti suzuki,baleno sigma 1.2,475000,2015,48000,petrol,manual,navi mumbai,grey,first,individual,1197 cc,83 bhp @ 6000 rpm,115 nm @ 4000 rpm,fwd,3995.0,1745.0,1500.0,5.0,37.0,83.0,115.0
hyundai,elite i20 sportz 1.2 (o),660000,2018,9000,petrol,manual,mumbai,grey,first,individual,1197 cc,82 bhp @ 6000 rpm,115 nm @ 4000 rpm,fwd,3985.0,1734.0,1505.0,5.0,45.0,82.0,115.0
renault,kwid 1.0 rxt amt opt,490000,2019,32000,petrol,automatic,coimbatore,bronze,first,individual,999 cc,67 bhp @ 5500 rpm,91 nm @ 4250 rpm,fwd,3679.0,1579.0,1478.0,5.0,28.0,67.0,91.0
toyota,innova 2.7 gx at 7 str [2016-2020],1950000,2018,54000,petrol,automatic,mumbai,silver,first,individual,2694 cc,164 bhp @ 5200 rpm,245 nm @ 4000 rpm,rwd,4735.0,1830.0,1795.0,7.0,65.0,164.0,245.0
nissan,sunny xl,315000,2012,57000,petrol,manual,amritsar,white,first,individual,1498 cc,98 bhp @ 6000 rpm,134 nm @ 4000 rpm,fwd,4425.0,1695.0,1505.0,5.0,41.0,98.0,134.0
mercedes-benz,gle 250 d,4190000,2017,90000,diesel,automatic,ludhiana,black,first,individual,2143 cc,201 bhp @ 3800 rpm,500 nm @ 1600 rpm,awd,4819.0,2141.0,1796.0,5.0,93.0,201.0,500.0
honda,brio s mt,341000,2016,49000,petrol,manual,mumbai,white,first,individual,1198 cc,87 bhp @ 6000 rpm,109 nm @ 4500 rpm,fwd,3610.0,1680.0,1500.0,5.0,35.0,87.0,109.0
maruti suzuki,vitara brezza zdi plus,950000,2018,71000,diesel,manual,udupi,white,second,individual,1248 cc,89 bhp @ 4000 rpm,200 nm @ 1750 rpm,fwd,3995.0,1790.0,1640.0,5.0,48.0,89.0,200.0
maruti suzuki,swift vxi,409999,2014,20000,petrol,manual,mumbai,grey,second,individual,1197 cc,85 bhp @ 6000 rpm,114 nm @ 4000 rpm,fwd,3850.0,1695.0,1530.0,5.0,42.0,85.0,114.0
maruti suzuki,wagon r lxi,290000,2012,12300,petrol,manual,mumbai,blue,first,individual,998 cc,68@6200,90@3500,fwd,3539.0,1475.0,1700.0,5.0,35.0,68.0,90.0
maruti suzuki,ciaz zeta 1.3 hybrid,1050000,2021,5000,diesel,manual,lucknow,white,first,individual,1248 cc,89 bhp @ 4000 rpm,200 nm @ 1750 rpm,fwd,4490.0,1730.0,1485.0,5.0,43.0,89.0,200.0
maruti suzuki,swift vxi,365000,2013,68000,petrol,manual,mumbai,blue,first,individual,1197 cc,85 bhp @ 6000 rpm,114 nm @ 4000 rpm,fwd,3850.0,1695.0,1530.0,5.0,42.0,85.0,114.0
mercedes-benz,cla 200 d urban sport,3100000,2019,17000,diesel,automatic,delhi,red,first,individual,2143 cc,136 bhp @ 3200 rpm,300 nm @ 1400 rpm,fwd,4630.0,1777.0,1432.0,5.0,56.0,136.0,300.0
mahindra,thar lx 4-str hard top diesel at,1875000,2022,15000,diesel,automatic,delhi,grey,first,individual,2184 cc,130 bhp @ 3750 rpm,300 nm @ 1600 rpm,awd,3985.0,1820.0,1844.0,4.0,57.0,130.0,300.0
land rover,discovery sport hse petrol 7-seater,5100000,2019,24444,petrol,automatic,bangalore,blue,second,individual,1999 cc,236 bhp @ 5500 rpm,340 nm @ 1750 rpm,awd,4600.0,2069.0,1724.0,7.0,65.0,236.0,340.0
ford,ecosport titanium 1.5 tdci,595000,2015,43000,diesel,manual,mumbai,silver,first,individual,1498 cc,89 bhp @ 3750 rpm,204 nm @ 2000 rpm,fwd,3999.0,1765.0,1708.0,5.0,52.0,89.0,204.0
mercedes-benz,e-class e 220d exclusive [2019-2019],5200000,2020,18000,diesel,automatic,noida,white,first,individual,1950 cc,192 bhp @ 3800 rpm,400 nm @ 1600 rpm,rwd,5063.0,1860.0,1494.0,5.0,80.0,192.0,400.0
land rover,range rover sport sdv6 se,6000000,2014,82000,diesel,automatic,ludhiana,white,first,individual,2993 cc,289 bhp @ 4000 rpm,600 nm @ 2000 rpm,awd,4879.0,2073.0,1780.0,5.0,77.0,289.0,600.0
mercedes-benz,gle 250 d,5775000,2019,57000,diesel,automatic,dehradun,black,first,individual,2143 cc,201 bhp @ 3800 rpm,500 nm @ 1600 rpm,awd,4819.0,2141.0,1796.0,5.0,93.0,201.0,500.0
mercedes-benz,c-class c200 progressive,4975000,2021,2610,petrol,automatic,bangalore,white,first,individual,1991 cc,201 bhp @ 5800 rpm,300 nm @ 1200 rpm,rwd,4686.0,1810.0,1442.0,5.0,66.0,201.0,300.0
maruti suzuki,ciaz vdi+ shvs,650000,2017,92000,diesel,manual,jalandhar,white,second,individual,1248 cc,89 bhp @ 4000 rpm,200 nm @ 1750 rpm,fwd,4490.0,1730.0,1485.0,5.0,43.0,89.0,200.0
maruti suzuki,ignis zeta 1.2 amt,521000,2017,40879,petrol,automatic,mumbai,red,first,individual,1197 cc,82 bhp @ 6000 rpm,113 nm @ 4200 rpm,fwd,3700.0,1690.0,1595.0,5.0,32.0,82.0,113.0
ford,ecosport titanium 1.5l tdci,570000,2016,80000,diesel,manual,gurgaon,black,first,individual,1498 cc,99 bhp @ 3750 rpm,205 nm @ 1750 rpm,fwd,3999.0,1765.0,1708.0,5.0,52.0,99.0,205.0
mercedes-benz,glc 220d 4matic progressive,8100000,2022,5500,diesel,automatic,hyderabad,white,unregistered car,individual,1950 cc,192 bhp @ 3800 rpm,400 nm @ 1600 rpm,awd,4658.0,1890.0,1644.0,5.0,66.0,192.0,400.0
maruti suzuki,ritz ldi bs-iv,160000,2011,89000,diesel,manual,dehradun,maroon,second,individual,1248 cc,75@4000,190@2000,fwd,3715.0,1680.0,1620.0,5.0,43.0,75.0,190.0
bmw,x5 xdrive 30d m sport,5500000,2017,68690,diesel,automatic,hyderabad,blue,first,corporate,2993 cc,258 bhp @ 4000 rpm,560 nm @ 1500 rpm,awd,4886.0,1938.0,1762.0,5.0,50.0,258.0,560.0
maruti suzuki,wagon r vxi 1.0 [2019-2019],420000,2018,50000,petrol,manual,bhubaneswar,white,unregistered car,individual,1197 cc,89 bhp @ 4000 rpm,200 nm @ 1750 rpm,fwd,3655.0,1620.0,1675.0,5.0,32.0,116.0,200.0
renault,kwid 1.0 rxt [2016-2019],299000,2018,19000,petrol,manual,kolkata,red,first,individual,999 cc,67 bhp @ 5500 rpm,91 nm @ 4250 rpm,fwd,3679.0,1579.0,1478.0,5.0,28.0,67.0,91.0
skoda,rapid ambition 1.6 tdi cr mt,350000,2012,130000,diesel,manual,nashik,white,first,individual,1598 cc,105 bhp @ 4400 rpm,250 nm @ 2500 rpm,fwd,4386.0,1699.0,1466.0,5.0,55.0,105.0,250.0
maruti suzuki,swift dzire vdi,575000,2017,35000,diesel,manual,patna,white,first,individual,1248 cc,74 bhp @ 4000 rpm,190 nm @ 2000 rpm,fwd,3995.0,1695.0,1555.0,5.0,42.0,74.0,190.0
honda,brio vx at,335000,2013,64418,petrol,automatic,mumbai,silver,second,individual,1198 cc,87 bhp @ 6000 rpm,109 nm @ 4500 rpm,fwd,3610.0,1680.0,1500.0,5.0,35.0,87.0,109.0
hyundai,grand i10 sportz 1.2 kappa vtvt [2016-2017],480000,2019,10265,petrol,manual,hyderabad,grey,first,individual,1197 cc,81 bhp @ 6000 rpm,114 nm @ 4000 rpm,fwd,3765.0,1660.0,1520.0,5.0,43.0,81.0,114.0
maruti suzuki,wagon r lxi 1.0 cng,675000,2021,15000,cng,manual,pune,white,first,individual,998 cc,58 bhp @ 5500 rpm,78 nm @ 3500 rpm,fwd,3655.0,1620.0,1675.0,5.0,60.0,58.0,78.0
ford,fiesta titanium diesel,350000,2012,85000,diesel,manual,jaipur,silver,first,individual,1498 cc,89 bhp @ 3750 rpm,204 nm @ 2000 rpm,fwd,4320.0,1764.0,1486.0,5.0,40.0,89.0,204.0
mercedes-benz,gla 200 d style,2500000,2018,90000,diesel,automatic,mumbai,bronze,second,individual,2143 cc,134 bhp @ 3600 rpm,300 nm @ 1600 rpm,fwd,4424.0,1804.0,1494.0,5.0,50.0,134.0,300.0
maruti suzuki,wagon r lxi cng,260000,2013,89000,cng,manual,lucknow,silver,first,individual,998 cc,59@6200,77@3500,fwd,3539.0,1475.0,1700.0,5.0,35.0,59.0,77.0
maruti suzuki,wagon r lxi cng,400000,2017,43000,cng,manual,agra,grey,first,individual,998 cc,58 bhp @ 6200 rpm,77 nm @ 3500 rpm,fwd,3599.0,1495.0,1700.0,5.0,35.0,58.0,77.0
toyota,fortuner 2.8 4x4 at [2016-2020],2750000,2017,219000,diesel,automatic,jaipur,white,second,individual,2755 cc,174 bhp @ 3400 rpm,450 nm @ 1600 rpm,awd,4795.0,1855.0,1835.0,7.0,80.0,174.0,450.0
toyota,innova 2.0 g1 bs-iv,555000,2010,261236,petrol,manual,mumbai,silver,first,individual,1998 cc,136@5600,182@4000,fwd,4555.0,1770.0,1755.0,8.0,55.0,136.0,182.0
maruti suzuki,vitara brezza zdi plus,790000,2017,50000,diesel,manual,delhi,white,first,individual,1248 cc,89 bhp @ 4000 rpm,200 nm @ 1750 rpm,fwd,3995.0,1790.0,1640.0,5.0,48.0,89.0,200.0
maruti suzuki,alto 800 std,180000,2014,48000,petrol,manual,ranchi,silver,third,individual,796 cc,47 bhp @ 6000 rpm,69 nm @ 3500 rpm,fwd,3395.0,1490.0,1475.0,5.0,35.0,47.0,69.0
hyundai,xcent sx 1.1 crdi,551000,2019,39000,diesel,manual,jaipur,white,first,individual,1120 cc,71 bhp @ 4000 rpm,160 nm @ 1500 rpm,fwd,3995.0,1660.0,1520.0,5.0,43.0,71.0,160.0
maruti suzuki,vitara brezza vdi,860000,2018,33030,diesel,manual,jaipur,red,first,individual,1248 cc,89 bhp @ 4000 rpm,200 nm @ 1750 rpm,fwd,3995.0,1790.0,1640.0,5.0,48.0,89.0,200.0
honda,city 1.5 e mt,375000,2013,86000,petrol,manual,mumbai,purple,second,individual,1497 cc,116 bhp @ 6600 rpm,146 nm @ 4800 rpm,fwd,4440.0,1695.0,1485.0,5.0,42.0,116.0,146.0
maruti suzuki,ciaz alpha 1.4 at,725000,2017,55000,petrol,automatic,noida,white,first,individual,1373 cc,91 bhp @ 6000 rpm,130 nm @ 4000 rpm,fwd,4490.0,1730.0,1485.0,5.0,43.0,91.0,130.0
hyundai,grand i10 sportz 1.2 kappa vtvt [2016-2017],400000,2017,35000,petrol,manual,kolkata,blue,first,individual,1197 cc,81 bhp @ 6000 rpm,114 nm @ 4000 rpm,fwd,3765.0,1660.0,1520.0,5.0,43.0,81.0,114.0
jeep,compass limited (o) 1.4 petrol dct,2275000,2022,2000,petrol,automatic,kolkata,green,first,individual,1368 cc,161 bhp @ 5500 rpm,250 nm @ 2500 rpm,fwd,4405.0,1818.0,1640.0,5.0,60.0,161.0,250.0
jeep,compass limited 2.0 diesel [2017-2020],1250000,2018,90000,diesel,manual,ludhiana,silver,first,individual,1956 cc,171 bhp @ 3750 rpm,350 nm @ 1750 rpm,fwd,4395.0,1818.0,1640.0,5.0,60.0,171.0,350.0
honda,city 1.5 s mt,499000,2012,96506,petrol,manual,bangalore,silver,second,individual,1497 cc,116 bhp @ 6600 rpm,146 nm @ 4800 rpm,fwd,4440.0,1695.0,1485.0,5.0,42.0,116.0,146.0
volkswagen,vento highline petrol at,399000,2014,88000,petrol,automatic,faridabad,silver,first,individual,1598 cc,103 bhp @ 5250 rpm,153 nm @ 3800 rpm,fwd,4384.0,1699.0,1466.0,5.0,55.0,103.0,153.0
mercedes-benz,e-class 280 cdi elegance,335000,2008,140987,diesel,automatic,jalandhar,gold,second,individual,2987 cc,198@4000,456@1400,rwd,4818.0,1822.0,1420.0,5.0,80.0,198.0,456.0
maruti suzuki,swift dzire vxi,450000,2015,52000,petrol,manual,roorkee,white,first,individual,1197 cc,85 bhp @ 6000 rpm,114 nm @ 4000 rpm,fwd,3995.0,1695.0,1555.0,5.0,42.0,85.0,114.0
maruti suzuki,celerio vxi amt,409999,2015,54443,petrol,automatic,mumbai,white,first,individual,998 cc,67 bhp @ 6000 rpm,90 nm @ 3500 rpm,fwd,3600.0,1600.0,1560.0,5.0,35.0,67.0,90.0
mercedes-benz,e-class e 220d exclusive [2019-2019],6100000,2020,9500,diesel,automatic,mumbai,silver,first,corporate,1950 cc,192 bhp @ 3800 rpm,400 nm @ 1600 rpm,rwd,5063.0,1860.0,1494.0,5.0,80.0,192.0,400.0
bmw,x5 xdrive 30d,4690000,2018,75000,diesel,automatic,delhi,blue,second,individual,2993 cc,258 bhp @ 4000 rpm,560 nm @ 1500 rpm,awd,4886.0,1938.0,1762.0,7.0,50.0,258.0,560.0
audi,a4 2.0 tdi sline,775000,2012,89000,diesel,automatic,mohali,black,second,individual,1197 cc,89 bhp @ 4000 rpm,200 nm @ 1750 rpm,fwd,4370.0,1770.0,1545.0,5.0,50.0,116.0,200.0
audi,a4 30 tfsi technology pack,3000000,2017,42000,petrol,automatic,pune,white,first,individual,1395 cc,148 bhp @ 5000 rpm,250 nm @ 1500 rpm,fwd,4726.0,1842.0,1427.0,5.0,54.0,148.0,250.0
datsun,redigo t(o) 1.0,250000,2018,25000,petrol,manual,kolkata,grey,second,individual,999 cc,67 bhp @ 5500 rpm,91 nm @ 4250 rpm,fwd,3429.0,1560.0,1541.0,5.0,28.0,67.0,91.0
bmw,x3 xdrive 20d luxury line [2018-2020],6200000,2021,39000,diesel,automatic,ahmedabad,white,first,individual,1995 cc,190 bhp @ 4000 rpm,400 nm @ 1750 rpm,awd,4657.0,1881.0,1678.0,5.0,67.0,190.0,400.0
maruti suzuki,swift vdi,590000,2014,86000,diesel,manual,coimbatore,white,first,individual,1248 cc,74 bhp @ 4000 rpm,190 nm @ 2000 rpm,fwd,3850.0,1695.0,1530.0,5.0,42.0,74.0,190.0
mini,countryman cooper d,1300000,2013,50300,diesel,automatic,delhi,green,second,individual,1995 cc,112 bhp @,270 nm @ 1750 rpm,fwd,4097.0,1789.0,1561.0,5.0,47.0,112.0,270.0
mahindra,xuv500 w11 (o) at,1639999,2018,43000,diesel,automatic,mumbai,bronze,first,individual,2179 cc,153 bhp @ 3750 rpm,360 nm @ 1750 rpm,fwd,4585.0,1890.0,1785.0,7.0,70.0,153.0,360.0
mahindra,xuv500 w8,740000,2013,83555,diesel,manual,hyderabad,black,first,individual,2179 cc,140 bhp @ 3750 rpm,330 nm @ 2800 rpm,fwd,4585.0,1890.0,1785.0,7.0,70.0,140.0,330.0
mahindra,bolero power plus zlx,770000,2019,27500,diesel,manual,varanasi,white,first,individual,1493 cc,70 bhp @ 3600 rpm,195 nm @ 1400 rpm,rwd,3995.0,1745.0,1880.0,7.0,50.0,70.0,195.0
