name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,torque,seats,mileage_value,mileage_unit,engine_cc,power_bhp
maruti swift amt vdi,2018,790000,16000,diesel,dealer,automatic,first owner,28.4 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5.0,28.4,kmpl,1248.0,74.0
toyota innova crysta 2.4 vx mt 8s bsiv,2017,1789999,36000,diesel,dealer,manual,first owner,13.68 kmpl,2393 CC,147.8 bhp,343Nm@ 1400-2800rpm,8.0,13.68,kmpl,2393.0,147.8
maruti baleno delta,2017,620000,37000,petrol,dealer,manual,first owner,21.01 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm,5.0,21.01,kmpl,1197.0,81.8
maruti celerio vdi,2016,375000,61173,diesel,dealer,manual,first owner,27.62 kmpl,793 CC,47 bhp,125Nm@ 2000rpm,5.0,27.62,kmpl,793.0,47.0
maruti swift vdi bsiv w abs,2016,595000,77321,diesel,dealer,manual,first owner,18.9 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5.0,19.3,kmpl,1248.0,82.0
audi a4 35 tdi premium plus,2016,2450000,30000,diesel,dealer,automatic,first owner,18.25 kmpl,1968 CC,187.74 bhp,400Nm@ 1750-3000rpm,5.0,18.25,kmpl,1968.0,187.74
mahindra xuv500 w8 2wd,2014,850000,75000,diesel,dealer,manual,first owner,15.1 kmpl,2179 CC,140 bhp,330Nm@ 1600-2800rpm,7.0,15.1,kmpl,2179.0,140.0
maruti baleno alpha cvt,2017,750000,51000,petrol,dealer,automatic,first owner,19.56 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm,5.0,19.56,kmpl,1197.0,81.8
maruti baleno alpha,2018,775000,17000,petrol,dealer,manual,first owner,21.01 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm,5.0,21.01,kmpl,1197.0,81.8
maruti swift vdi bsiii,2008,260000,100000,diesel,individual,manual,second owner,17.8 kmpl,1248 CC,75 bhp,190Nm@ 2000rpm,5.0,17.8,kmpl,1248.0,75.0
audi a6 2.0 tdi premium plus,2013,2000000,35000,diesel,individual,automatic,second owner,17.68 kmpl,1968 CC,174.33 bhp,380Nm@ 1750-2500rpm,5.0,17.68,kmpl,1968.0,174.33
mahindra xuv500 at w10 awd,2016,1300000,91567,diesel,individual,automatic,third owner,16.0 kmpl,2179 CC,140 bhp,330Nm@ 1600-2800rpm,7.0,16.0,kmpl,2179.0,140.0
maruti celerio vxi,2017,380000,50000,petrol,individual,manual,first owner,23.1 kmpl,998 CC,67.04 bhp,90Nm@ 3500rpm,5.0,23.1,kmpl,998.0,67.04
hyundai grand i10 1.2 kappa sportz option,2017,480000,60000,petrol,individual,manual,first owner,18.9 kmpl,1197 CC,81.86 bhp,113.75nm@ 4000rpm,5.0,18.9,kmpl,1197.0,81.86
maruti alto 800 lxi,2016,240000,35000,petrol,individual,manual,second owner,22.74 kmpl,796 CC,47.3 bhp,69Nm@ 3500rpm,5.0,22.74,kmpl,796.0,47.3
hyundai verna 1.4 vtvt,2014,500000,33400,petrol,individual,manual,first owner,17.43 kmpl,1396 CC,105.5 bhp,135.3Nm@ 5000rpm,5.0,17.43,kmpl,1396.0,105.5
maruti swift lxi optional-o,2015,420000,36000,petrol,individual,manual,first owner,20.4 kmpl,1197 CC,83.11 bhp,113Nm@ 4200rpm,5.0,20.4,kmpl,1197.0,83.11
ford figo diesel zxi,2011,130000,180000,diesel,individual,manual,second owner,20.0 kmpl,1399 CC,68 bhp,160Nm@ 2000rpm,5.0,20.0,kmpl,1399.0,68.0
maruti alto k10 2010-2014 vxi,2012,110000,80000,petrol,individual,manual,first owner,20.92 kmpl,998 CC,67.1 bhp,90Nm@ 3500rpm,5.0,20.92,kmpl,998.0,67.1
maruti alto lx bsiii,2007,120000,120000,petrol,individual,manual,second owner,19.7 kmpl,796 CC,46.3 bhp,62Nm@ 3000rpm,5.0,19.7,kmpl,796.0,46.3
maruti swift dzire amt zdi,2017,700000,80000,diesel,individual,automatic,first owner,28.4 kmpl,1248 CC,74.02 bhp,190Nm@ 2000rpm,5.0,28.4,kmpl,1248.0,74.02
maruti swift dzire ldi,2018,550000,120000,diesel,individual,manual,first owner,28.4 kmpl,1248 CC,74.02 bhp,190Nm@ 2000rpm,5.0,28.4,kmpl,1248.0,74.02
tata indigo cs lx (tdi) bs-iii,2014,190000,110000,diesel,individual,manual,second owner,19.09 kmpl,1405 CC,69.01 bhp,135Nm@ 2500rpm,5.0,19.09,kmpl,1405.0,69.01
toyota etios liva 1.4 vd,2018,665000,70000,diesel,individual,manual,first owner,23.59 kmpl,1364 CC,67.04 bhp,170Nm@ 1800-2400rpm,5.0,23.59,kmpl,1364.0,67.04
mahindra xylo d4,2014,445000,120000,diesel,individual,manual,second owner,14.95 kmpl,2489 CC,93.7 bhp,218Nm@ 1400-2600rpm,7.0,14.95,kmpl,2489.0,93.7
hyundai i20 magna 1.4 crdi (diesel),2012,340000,92686,diesel,dealer,manual,second owner,21.9 kmpl,1396 CC,88.76 bhp,219.6Nm@ 1500-2750rpm,5.0,21.9,kmpl,1396.0,88.76
hyundai sonata 2.0l crdi mt,2009,330000,180000,diesel,individual,manual,first owner,13.6 kmpl,1991 CC,142 bhp,"33@ 2,000-2,680(kgm@ rpm)",5.0,13.6,kmpl,1991.0,142.0
tata manza club class quadrajet90 lx,2012,270000,80000,diesel,individual,manual,first owner,21.02 kmpl,1248 CC,88.76 bhp,200Nm@ 1750-3000rpm,5.0,21.02,kmpl,1248.0,88.76
mahindra xuv500 at w8 fwd,2015,1044999,70000,diesel,individual,automatic,first owner,16.0 kmpl,2179 CC,140 bhp,330Nm@ 1600-2800rpm,7.0,16.0,kmpl,2179.0,140.0
maruti swift ldi bsiv,2009,279000,117000,diesel,individual,manual,first owner,17.8 kmpl,1248 CC,75 bhp,190Nm@ 2000rpm,5.0,17.8,kmpl,1248.0,75.0
skoda octavia l and k 1.9 tdi (mt),2007,250000,100000,diesel,individual,manual,second owner,16.6 kmpl,1896 CC,122.4 bhp,"21.4@ 1,900(kgm@ rpm)",5.0,16.6,kmpl,1896.0,122.4
hyundai verna 1.6 sx vtvt at,2012,475000,83000,petrol,individual,automatic,first owner,15.74 kmpl,1591 CC,121.3 bhp,154.9Nm@ 4200rpm,5.0,15.74,kmpl,1591.0,121.3
chevrolet cruze ltz at,2016,750000,67600,diesel,individual,automatic,first owner,14.81 kmpl,1998 CC,163.7 bhp,360Nm@ 2000rpm,5.0,14.81,kmpl,1998.0,163.7
mitsubishi pajero sport anniversary edition,2015,1250000,160000,diesel,individual,manual,second owner,13.5 kmpl,2477 CC,178 bhp,400Nm@ 2000-2500rpm,7.0,13.5,kmpl,2477.0,178.0
hyundai eon era plus,2014,250000,80000,petrol,individual,manual,second owner,21.1 kmpl,814 CC,55.2 bhp,74.5Nm@ 4000rpm,5.0,21.1,kmpl,814.0,55.2
honda amaze vx i-dtec,2013,445000,100000,diesel,individual,manual,first owner,25.8 kmpl,1498 CC,98.6 bhp,200Nm@ 1750rpm,5.0,25.8,kmpl,1498.0,98.6
volkswagen jetta 2.0 tdi comfortline,2010,400000,100000,diesel,individual,manual,first owner,15.0 kmpl,1896 CC,105 bhp,"25.5@ 1,900(kgm@ rpm)",5.0,15.0,kmpl,1896.0,105.0
hyundai i20 1.4 crdi era,2010,350000,90000,diesel,individual,manual,second owner,23.0 kmpl,1396 CC,90 bhp,22.4 kgm at 1750-2750rpm,5.0,23.0,kmpl,1396.0,90.0
skoda rapid ultima 1.6 tdi elegance,2012,295000,140000,diesel,individual,manual,first owner,20.5 kmpl,1598 CC,103.5 bhp,250Nm@ 1500-2500rpm,5.0,20.5,kmpl,1598.0,103.5
maruti swift dzire vxi 1.2,2018,600000,25000,petrol,individual,manual,first owner,21.21 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm,5.0,21.21,kmpl,1197.0,81.8
toyota innova crysta 2.4 gx mt 8s bsiv,2018,1650000,20000,diesel,individual,manual,first owner,13.68 kmpl,2393 CC,147.8 bhp,343Nm@ 1400-2800rpm,8.0,13.68,kmpl,2393.0,147.8
maruti 800 ac,2012,100000,30000,petrol,individual,manual,first owner,16.1 kmpl,796 CC,37 bhp,59Nm@ 2500rpm,4.0,16.1,kmpl,796.0,37.0
ford aspire trend plus,2018,690000,13000,petrol,individual,manual,first owner,20.4 kmpl,1194 CC,94.93 bhp,120Nm@ 4250rpm,5.0,20.4,kmpl,1194.0,94.93
hyundai i20 1.2 asta,2018,710000,42000,petrol,individual,manual,first owner,18.6 kmpl,1197 CC,81.83 bhp,114.7Nm@ 4000rpm,5.0,18.6,kmpl,1197.0,81.83
hyundai eon 1.0 kappa magna plus optional,2018,350000,10000,petrol,individual,manual,second owner,20.3 kmpl,998 CC,68.05 bhp,94.14Nm@ 3500rpm,5.0,20.3,kmpl,998.0,68.05
maruti alto k10 2010-2014 vxi,2012,220000,13000,petrol,individual,manual,first owner,20.92 kmpl,998 CC,67.1 bhp,90Nm@ 3500rpm,5.0,20.92,kmpl,998.0,67.1
renault triber rxz bsiv,2019,700000,6500,petrol,individual,manual,first owner,20.0 kmpl,999 CC,72 bhp,96Nm@ 3500rpm,7.0,20.0,kmpl,999.0,72.0
hyundai eon magna plus,2013,198000,49500,petrol,individual,manual,second owner,21.1 kmpl,814 CC,55.2 bhp,74.5Nm@ 4000rpm,5.0,21.1,kmpl,814.0,55.2
hyundai i20 1.4 crdi sportz,2011,350000,50000,diesel,individual,manual,first owner,23.0 kmpl,1396 CC,90 bhp,22.4 kgm at 1750-2750rpm,5.0,23.0,kmpl,1396.0,90.0
tata indigo cr4,2011,210000,175000,diesel,individual,manual,second owner,23.57 kmpl,1396 CC,70 bhp,140Nm@ 1800-3000rpm,5.0,23.57,kmpl,1396.0,70.0
tata indigo ecs lx bsiv,2011,210000,175000,diesel,individual,manual,second owner,23.03 kmpl,1396 CC,69 bhp,140Nm@ 1800-3000rpm,5.0,23.03,kmpl,1396.0,69.0
hyundai accent gvs,2003,70000,120000,petrol,individual,manual,third owner,18.9 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5.0,19.3,kmpl,1248.0,82.0
maruti ritz zdi,2014,375000,110000,diesel,individual,manual,third owner,23.2 kmpl,1248 CC,73.94 bhp,190Nm@ 2000rpm,5.0,23.2,kmpl,1248.0,73.94
maruti swift dzire vxi,2012,380000,112048,petrol,individual,manual,second owner,17.5 kmpl,1298 CC,85.8 bhp,114Nm@ 4000rpm,5.0,17.5,kmpl,1298.0,85.8
honda city 1.5 s mt,2010,360000,98000,petrol,individual,manual,third owner,17.0 kmpl,1497 CC,118 bhp,146Nm at 4800 rpm,5.0,17.0,kmpl,1497.0,118.0
mahindra xuv500 w6 2wd,2015,944999,41000,diesel,individual,manual,first owner,15.1 kmpl,2179 CC,140 bhp,330Nm@ 1600-2800rpm,7.0,15.1,kmpl,2179.0,140.0
chevrolet tavera neo 3 ls 10 seats bsiii,2016,620000,120000,diesel,individual,manual,first owner,13.58 kmpl,2499 CC,72.4 bhp,171Nm@ 1800rpm,10.0,13.58,kmpl,2499.0,72.4
toyota platinum etios 1.4 gxd,2018,780000,116000,diesel,individual,manual,first owner,23.59 kmpl,1364 CC,67.05 bhp,170Nm@ 1800-2400rpm,5.0,23.59,kmpl,1364.0,67.05
maruti swift lxi,2020,445000,1000,petrol,individual,manual,first owner,21.21 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm,5.0,21.21,kmpl,1197.0,81.8
hyundai xcent 1.2 vtvt s at,2018,575000,15000,petrol,individual,automatic,first owner,17.36 kmpl,1197 CC,81.86 bhp,113.75nm@ 4000rpm,5.0,17.36,kmpl,1197.0,81.86
maruti s-cross 2017-2020 delta ddis 200 sh,2018,975000,5000,diesel,individual,manual,first owner,25.1 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm,5.0,25.1,kmpl,1248.0,88.5
tata tiago 2019-2020 xz plus dual tone,2019,450000,3500,petrol,individual,manual,first owner,23.84 kmpl,1199 CC,83.83 bhp,114Nm@ 3500rpm,5.0,23.84,kmpl,1199.0,83.83
maruti swift 1.3 vxi,2009,198000,91000,petrol,individual,manual,second owner,18.9 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5.0,19.3,kmpl,1248.0,82.0
ford figo 1.5d trend mt,2017,495000,56000,diesel,individual,manual,first owner,25.83 kmpl,1498 CC,99 bhp,215Nm@ 1750-3000rpm,5.0,25.83,kmpl,1498.0,99.0
toyota innova 2.5 g (diesel) 7 seater,2013,830000,215000,diesel,individual,manual,first owner,12.99 kmpl,2494 CC,100 bhp,200Nm@ 1400-3400rpm,7.0,12.99,kmpl,2494.0,100.0
mahindra xuv500 w6 2wd,2012,800000,40000,diesel,individual,manual,first owner,15.1 kmpl,2179 CC,140 bhp,330Nm@ 1600-2800rpm,7.0,15.1,kmpl,2179.0,140.0
maruti swift vdi bsiv w abs,2010,300000,70000,diesel,individual,manual,third owner,18.9 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5.0,19.3,kmpl,1248.0,82.0
maruti ritz vdi,2013,300000,120000,diesel,individual,manual,second owner,23.2 kmpl,1248 CC,73.94 bhp,190Nm@ 2000rpm,5.0,23.2,kmpl,1248.0,73.94
mahindra scorpio 2.6 slx turbo 7 seater,2003,200000,120000,diesel,individual,manual,second owner,10.5 kmpl,2179 CC,120 bhp,290Nm@ 1800-2800rpm,7.0,10.5,kmpl,2179.0,120.0
honda brio 1.2 s mt,2017,480000,30400,petrol,dealer,manual,first owner,18.5 kmpl,1198 CC,86.8 bhp,109Nm@ 4500rpm,5.0,18.5,kmpl,1198.0,86.8
honda br-v i-dtec vx mt,2017,950000,24000,diesel,dealer,manual,first owner,21.9 kmpl,1498 CC,98.6 bhp,200Nm@ 1750rpm,7.0,21.9,kmpl,1498.0,98.6
honda br-v i-vtec vx mt,2017,840000,30646,petrol,dealer,manual,first owner,15.4 kmpl,1497 CC,117.3 bhp,145Nm@ 4600rpm,7.0,15.4,kmpl,1497.0,117.3
hyundai verna 1.6 crdi s,2017,800000,15000,diesel,individual,manual,first owner,23.9 kmpl,1582 CC,126.2 bhp,259.9Nm@ 1900-2750rpm,5.0,23.9,kmpl,1582.0,126.2
volkswagen vento 1.5 tdi comfortline,2017,750000,50000,diesel,individual,manual,first owner,22.27 kmpl,1498 CC,108.6 bhp,250Nm@ 1500-3000rpm,5.0,22.27,kmpl,1498.0,108.6
hyundai eon era plus,2017,254999,34000,petrol,individual,manual,first owner,21.1 kmpl,814 CC,55.2 bhp,74.5Nm@ 4000rpm,5.0,21.1,kmpl,814.0,55.2
maruti ertiga shvs zdi plus,2016,725000,54000,diesel,individual,manual,second owner,24.52 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm,7.0,24.52,kmpl,1248.0,88.5
mercedes-benz b class b200 cdi sport,2016,1859000,40000,diesel,individual,automatic,second owner,19.7 kmpl,2143 CC,134.10 bhp,300Nm@ 1600-3000rpm,5.0,19.7,kmpl,2143.0,134.1
chevrolet beat lt,2012,145000,120000,petrol,individual,manual,first owner,18.6 kmpl,1199 CC,79.4 bhp,108Nm@ 4400rpm,5.0,18.6,kmpl,1199.0,79.4
tata nexon 1.2 revotron xm,2018,750000,15000,petrol,individual,manual,first owner,17.0 kmpl,1198 CC,108.5 bhp,170Nm@ 1750-4000rpm,5.0,17.0,kmpl,1198.0,108.5
volkswagen ameo 1.5 tdi comfortline at,2017,655000,50000,diesel,individual,automatic,first owner,22.0 kmpl,1498 CC,108.495 bhp,250Nm@ 1500-3000rpm,5.0,22.0,kmpl,1498.0,108.495
ford figo diesel zxi,2011,210000,84000,diesel,individual,manual,second owner,20.0 kmpl,1399 CC,68 bhp,160Nm@ 2000rpm,5.0,20.0,kmpl,1399.0,68.0
honda city 1.5 e mt,2011,450000,50000,petrol,individual,manual,first owner,17.0 kmpl,1497 CC,118 bhp,146Nm at 4800 rpm,5.0,17.0,kmpl,1497.0,118.0
ford figo aspire facelift,2018,624000,14681,diesel,dealer,manual,first owner,18.9 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5.0,19.3,kmpl,1248.0,82.0
ford figo 1.5d titanium mt,2015,580000,52000,diesel,individual,manual,first owner,25.83 kmpl,1498 CC,99 bhp,215Nm@ 1750-3000rpm,5.0,25.83,kmpl,1498.0,99.0
hyundai santro sportz bsiv,2019,430000,18500,petrol,individual,manual,first owner,20.3 kmpl,1086 CC,68 bhp,99Nm@ 4500rpm,5.0,20.3,kmpl,1086.0,68.0
tata indigo cs elx bs iv,2012,155000,50000,diesel,individual,manual,first owner,23.03 kmpl,1396 CC,69 bhp,140Nm@ 1800-3000rpm,5.0,23.03,kmpl,1396.0,69.0
datsun redigo 1.0 s,2017,240000,35000,petrol,individual,manual,first owner,22.5 kmpl,999 CC,67 bhp,91Nm@ 4250rpm,5.0,22.5,kmpl,999.0,67.0
toyota etios g,2016,540000,15500,petrol,individual,manual,first owner,16.78 kmpl,1496 CC,88.73 bhp,132Nm@ 3000rpm,5.0,16.78,kmpl,1496.0,88.73
tata indigo cs lx (tdi) bs iii,2013,250000,120000,diesel,individual,manual,first owner,19.09 kmpl,1396 CC,69 bhp,135Nm@ 2500rpm,5.0,19.09,kmpl,1396.0,69.0
tata indigo ecs vx bsiv,2012,260000,60000,diesel,individual,manual,first owner,25.0 kmpl,1396 CC,69 bhp,140Nm@ 1800-3000rpm,5.0,25.0,kmpl,1396.0,69.0
mahindra scorpio lx,2011,550000,80000,diesel,individual,manual,second owner,12.05 kmpl,2179 CC,120 bhp,290Nm@ 1800-2800rpm,9.0,12.05,kmpl,2179.0,120.0
ford ecosport 1.0 ecoboost titanium optional,2014,550000,43011,petrol,dealer,manual,first owner,18.88 kmpl,999 CC,123.37 bhp,170Nm@ 1400-4500rpm,5.0,18.88,kmpl,999.0,123.37
renault duster 110ps diesel rxl,2015,600000,136000,diesel,individual,manual,first owner,19.01 kmpl,1461 CC,108.45 bhp,248Nm@ 2250rpm,5.0,19.01,kmpl,1461.0,108.45
ford figo aspire 1.5 tdci titanium,2017,550000,15000,diesel,individual,manual,first owner,25.83 kmpl,1498 CC,99 bhp,215Nm@ 1750-3000rpm,5.0,25.83,kmpl,1498.0,99.0
mahindra bolero slx,2011,370000,110000,diesel,individual,manual,second owner,13.6 kmpl,2523 CC,63 bhp,180 Nm at 1440-1500rpm,7.0,13.6,kmpl,2523.0,63.0
hyundai i10 magna 1.1l,2008,250000,100000,petrol,individual,manual,second owner,19.81 kmpl,1086 CC,68.05 bhp,99.04Nm@ 4500rpm,5.0,19.81,kmpl,1086.0,68.05
maruti alto lxi bsiii,2005,125000,70000,petrol,individual,manual,fourth & above owner,19.7 kmpl,796 CC,46.3 bhp,62Nm@ 3000rpm,5.0,19.7,kmpl,796.0,46.3
tata indica vista aqua 1.4 tdi,2010,200000,110000,diesel,individual,manual,first owner,17.0 kmpl,1405 CC,71 bhp,135 Nm at 2500  rpm ,5.0,17.0,kmpl,1405.0,71.0
ford figo aspire 1.2 ti-vct titanium,2018,700000,25000,petrol,individual,manual,first owner,18.16 kmpl,1196 CC,86.8 bhp,112Nm@ 4000rpm,5.0,18.16,kmpl,1196.0,86.8
hyundai santro magna,2020,500000,1000,petrol,individual,manual,first owner,20.3 kmpl,1086 CC,68.07 bhp,99.07Nm@ 4500rpm,5.0,20.3,kmpl,1086.0,68.07
maruti 800 ac bsii,2007,125000,60000,petrol,individual,manual,second owner,16.1 kmpl,796 CC,37 bhp,59Nm@ 2500rpm,4.0,16.1,kmpl,796.0,37.0
renault lodgy 85ps rxz,2015,690000,80000,diesel,individual,manual,first owner,21.04 kmpl,1461 CC,83.8 bhp,200Nm@ 1900rpm,8.0,21.04,kmpl,1461.0,83.8
jeep compass 2.0 limited,2017,1550000,120000,diesel,individual,manual,first owner,17.1 kmpl,1956 CC,170 bhp,350Nm@ 1750-2500rpm,5.0,17.1,kmpl,1956.0,170.0
tata indica v2 1.2 gle bsiii,2013,170000,110000,petrol,individual,manual,second owner,15.3 kmpl,1193 CC,65.3 bhp,"10.2@ 2,600(kgm@ rpm)",5.0,15.3,kmpl,1193.0,65.3
fiat linea emotion (diesel),2010,275000,110000,diesel,individual,manual,third owner,20.4 kmpl,1248 CC,91.7 bhp,209Nm@ 2000rpm,5.0,20.4,kmpl,1248.0,91.7
toyota innova 2.5 v diesel 8-seater,2007,500000,200000,diesel,individual,manual,third owner,12.8 kmpl,2494 CC,102 bhp,20.4@ 1400-3400(kgm@ rpm),8.0,12.8,kmpl,2494.0,102.0
volkswagen jetta 2.0l tdi highline,2013,950000,80000,diesel,individual,manual,second owner,19.33 kmpl,1968 CC,138.1 bhp,320Nm@ 1750-2500rpm,5.0,19.33,kmpl,1968.0,138.1
maruti swift dzire zdi,2019,802999,24000,diesel,individual,manual,first owner,28.4 kmpl,1248 CC,74.02 bhp,190Nm@ 2000rpm,5.0,28.4,kmpl,1248.0,74.02
maruti swift dzire vdi,2013,470000,150000,diesel,individual,manual,first owner,23.4 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5.0,23.4,kmpl,1248.0,74.0
renault kwid rxt,2015,300000,60000,petrol,individual,manual,first owner,25.17 kmpl,799 CC,53.3 bhp,72Nm@ 4386rpm,5.0,25.17,kmpl,799.0,53.3
renault duster 110ps diesel rxl,2014,600000,116000,diesel,individual,manual,first owner,19.01 kmpl,1461 CC,108.45 bhp,248Nm@ 2250rpm,5.0,19.01,kmpl,1461.0,108.45
ford figo diesel celebration edition,2013,275000,104300,diesel,individual,manual,first owner,20.0 kmpl,1399 CC,68.1 bhp,160Nm@ 2000rpm,5.0,20.0,kmpl,1399.0,68.1
mahindra kuv 100 d75 k8,2018,700000,30000,diesel,individual,manual,first owner,25.32 kmpl,1198 CC,77 bhp,190Nm@ 1750-2250rpm,6.0,25.32,kmpl,1198.0,77.0
mercedes-benz gl-class 350 cdi blue efficiency,2014,3250000,33000,diesel,individual,automatic,first owner,11.3 kmpl,2987 CC,254.8 bhp,619Nm@ 1600-2400rpm,7.0,11.3,kmpl,2987.0,254.8
volkswagen ameo 1.5 tdi comfortline,2020,800000,25000,diesel,individual,manual,first owner,21.66 kmpl,1498 CC,108.62 bhp,250Nm@ 1500-3000rpm,5.0,21.66,kmpl,1498.0,108.62
audi a6 2.0 tdi,2014,2200000,60000,diesel,individual,automatic,first owner,17.68 kmpl,1968 CC,174.33 bhp,380Nm@ 1750-2500rpm,5.0,17.68,kmpl,1968.0,174.33
hyundai verna crdi sx abs,2007,245000,121000,diesel,individual,manual,second owner,18.1 kmpl,1493 CC,110 bhp,"24@ 1,900-2,750(kgm@ rpm)",5.0,18.1,kmpl,1493.0,110.0
hyundai verna crdi sx,2010,310000,120000,diesel,individual,manual,second owner,16.8 kmpl,1493 CC,110 bhp,"24@ 1,900-2,750(kgm@ rpm)",5.0,16.8,kmpl,1493.0,110.0
hyundai verna crdi sx abs,2007,245000,120000,diesel,individual,manual,second owner,18.1 kmpl,1493 CC,110 bhp,"24@ 1,900-2,750(kgm@ rpm)",5.0,18.1,kmpl,1493.0,110.0
volkswagen polo petrol comfortline 1.2l,2011,450000,110000,petrol,individual,manual,first owner,16.47 kmpl,1198 CC,73.9 bhp,110Nm@ 3750rpm,5.0,16.47,kmpl,1198.0,73.9
volkswagen jetta 2.0l tdi highline at,2013,850000,84000,diesel,individual,automatic,second owner,16.96 kmpl,1968 CC,138.03 bhp,320Nm@ 1750-2500rpm,5.0,16.96,kmpl,1968.0,138.03
honda cr-v 2.4 4wd at,2004,325000,120000,petrol,individual,automatic,third owner,10.1 kmpl,2354 CC,152 bhp,215Nm@ 3600rpm,5.0,10.1,kmpl,2354.0,152.0
maruti swift vdi,2013,409999,100000,diesel,individual,manual,third owner,22.9 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5.0,22.9,kmpl,1248.0,74.0
volvo xc60 inscription d5 bsiv,2018,5500000,50000,diesel,individual,automatic,first owner,11.2 kmpl,1969 CC,235 bhp,480Nm,5.0,11.2,kmpl,1969.0,235.0
hyundai creta 1.6 crdi sx option,2015,1000000,73500,diesel,individual,manual,first owner,19.67 kmpl,1582 CC,126.2 bhp,259.9Nm@ 1900-2750rpm,5.0,19.67,kmpl,1582.0,126.2
hyundai xcent 1.1 crdi sx,2016,590000,34000,diesel,individual,manual,second owner,24.4 kmpl,1120 CC,71 bhp,180.4Nm@ 1750-2500rpm,5.0,24.4,kmpl,1120.0,71.0
nissan kicks xv d bsiv,2019,1200000,23000,diesel,individual,manual,first owner,20.45 kmpl,1461 CC,108.5 bhp,240Nm@ 1750rpm,5.0,20.45,kmpl,1461.0,108.5
ford fiesta 1.4 sxi tdci abs,2008,175000,163000,diesel,individual,manual,third owner,17.8 kmpl,1399 CC,68 bhp,"16.3@ 2,000(kgm@ rpm)",5.0,17.8,kmpl,1399.0,68.0
chevrolet optra magnum 2.0 lt,2011,300000,119000,diesel,individual,manual,second owner,16.52 kmpl,1991 CC,123.7 bhp,305Nm@ 2000rpm,5.0,16.52,kmpl,1991.0,123.7
toyota innova crysta 2.8 zx at bsiv,2017,2175000,50000,diesel,individual,automatic,first owner,11.36 kmpl,2755 CC,171.5 bhp,360Nm@ 1200-3400rpm,7.0,11.36,kmpl,2755.0,171.5
honda city i-dtec vx,2019,1110000,10500,diesel,individual,manual,first owner,25.6 kmpl,1498 CC,97.9 bhp,200Nm@ 1750rpm,5.0,25.6,kmpl,1498.0,97.9
mitsubishi lancer 2.0 lxd,2000,150000,280000,diesel,individual,manual,second owner,14.8 kmpl,1998 CC,68 bhp,"12.5@ 3,000(kgm@ rpm)",5.0,14.8,kmpl,1998.0,68.0
volkswagen vento diesel highline,2013,325000,155000,diesel,individual,manual,second owner,20.54 kmpl,1598 CC,103.6 bhp,250Nm@ 1500-2500rpm,5.0,20.54,kmpl,1598.0,103.6
ford fiesta 1.4 sxi tdci abs,2010,325000,163000,diesel,individual,manual,first owner,17.8 kmpl,1399 CC,68 bhp,"16.3@ 2,000(kgm@ rpm)",5.0,17.8,kmpl,1399.0,68.0
honda city 2017-2020 gxi,2008,280000,75000,petrol,individual,manual,first owner,17.7 kmpl,1497 CC,78 bhp,"12.7@ 2,700(kgm@ rpm)",5.0,17.7,kmpl,1497.0,78.0
maruti estilo lxi,2008,160000,56000,petrol,individual,manual,third owner,18.9 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5.0,19.3,kmpl,1248.0,82.0
honda city i dtec e,2016,765000,80000,diesel,individual,manual,first owner,26.0 kmpl,1498 CC,98.6 bhp,200Nm@ 1750rpm,5.0,26.0,kmpl,1498.0,98.6
honda city i dtec v,2014,640000,120000,diesel,individual,manual,second owner,26.0 kmpl,1498 CC,98.6 bhp,200Nm@ 1750rpm,5.0,26.0,kmpl,1498.0,98.6
tata indica v2 dle bsiii,2007,65000,120000,diesel,individual,manual,third owner,17.88 kmpl,1396 CC,52.8 bhp,85Nm@ 2500rpm,5.0,17.88,kmpl,1396.0,52.8
skoda octavia ambiente 1.9 tdi mt,2007,195000,175000,diesel,individual,manual,second owner,18.7 kmpl,1896 CC,66 bhp,210 / 1900,5.0,18.7,kmpl,1896.0,66.0
maruti alto 800 lxi,2017,295000,15000,petrol,individual,manual,first owner,24.7 kmpl,796 CC,47.3 bhp,69Nm@ 3500rpm,5.0,24.7,kmpl,796.0,47.3
maruti swift dzire zdi,2012,625000,100000,diesel,individual,manual,second owner,23.4 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5.0,23.4,kmpl,1248.0,74.0
maruti wagon r lx minor,2009,160000,80000,petrol,individual,manual,second owner,18.9 kmpl,998 CC,67.1 bhp,90Nm@ 3500rpm,5.0,18.9,kmpl,998.0,67.1
